Nama File,Warna Terdeteksi
2_0_97382630_jpg.rf.F1RaBwUL5xYIfhQ956Cv.jpg,Merah
2_11480063_jpg.rf.YgHooGwXyoxknt4j0HGl.jpg,Biru
2_18179085_jpg.rf.JWYXcXSCWNuW8920uA9S.jpg,Putih
2_1_18466948_jpg.rf.0rMP9WawsthQYzOTlde0.jpg,Biru
2_76774899_jpg.rf.tnHkNM8TvuROlPHfzNzN.jpg,Putih
2_87646521_jpg.rf.LKQSdGTwhwmPv3p3rvt4.jpg,Putih
3_10253014_jpg.rf.SLs82NZk4atFTr9cLnU8.jpg,Putih
3_12405489_jpg.rf.QUUCzK0VCF280AN1w7fV.jpg,Biru
3_28131966_jpg.rf.JSoZ8FIvurhULGyqxCAC.jpg,Biru
3_67776724_jpg.rf.swcRfCYm2MEF2l40oGPg.jpg,Merah
3_93963639_jpg.rf.IhrREzTGPUKkTkI42RkD.jpg,Biru
4_12837719_jpg.rf.l7oAfTwWQhKRIr14Iq0J.jpg,Biru
5_56704289_jpg.rf.KJGsjnrMxLbGYeFYa0WI.jpg,Biru
5_67053551_jpg.rf.6tP6UQTZQXIqBiCLpmiS.jpg,Putih
9_32177443_jpg.rf.5HeqrOgE6vgIdj1mtgv0.jpg,Biru
Anilar-Duayen-Bir-Duayenin-Safety-First-Once_yyth_jpg.rf.3B6SsQMoRB5ekDDP7aY9.jpg,Kuning
baret-kask-_-YDZ-Teknik-Tekstil-Is-Elbiseleri_yythk_jpg.rf.QQTYkiYTe143I5j2dogs.jpg,Putih
Baret-Kullanimi-Riziko-Is-Sagligi-Guvenligi_-Saka-1-_jpg.rf.A9jIEiS3cXJiC2ZxyhmI.jpg,Putih
Baret-Modelleri-ve-Fiyatlari-_-Is-Guvenligi-Malzeme-16-_jpg.rf.hdAQU5tpiNkZ13CB8pmk.jpg,Putih
Baret-Modelleri-ve-Fiyatlari-_-Is-Guvenligi-Malzeme-23-_jpg.rf.5vMrfZyOGAvTMdPfdirs.jpg,Biru
Baret-Modelleri-ve-Fiyatlari-_-Is-Guvenligi-Malzeme_jpg.rf.tgyxXLMpn5a3Db5JfGvr.jpg,Putih
Baret-Nedir_-Teknik-ve-Tasarim-Ozellikleri-1-_png_jpg.rf.4J1Ak6NIxidOePPZHMpk.jpg,Merah
Bbu-SP-200-Is-Guvenligi-Bareti-2-_jpg.rf.ZsF4HvaLHpHrD8GRKRSj.jpg,Putih
