file,aspect_ratio,circularity,solidity,extent,hull_ar,label,label_id
0_13117620_jpg.rf.ulfWJ3UQeVHUkemTk2Rs_aug_dark.jpg,1.0811,0.3485,0.8589,0.636,1.0811,helm,0
0_13117620_jpg.rf.ulfWJ3UQeVHUkemTk2Rs_aug_flip.jpg,1.0811,0.3448,0.8519,0.6304,1.0811,helm,0
0_13117620_jpg.rf.ulfWJ3UQeVHUkemTk2Rs_aug_light.jpg,1.0847,0.3174,0.8297,0.6118,1.0847,helm,0
0_26889734_jpg.rf.KSzdG7TQ3INs4chCBbrR.jpg,1.0407,0.6672,0.9668,0.7864,1.0407,helm,0
0_26889734_jpg.rf.KSzdG7TQ3INs4chCBbrR_aug_dark.jpg,1.039,0.6788,0.968,0.7885,1.039,helm,0
0_26889734_jpg.rf.KSzdG7TQ3INs4chCBbrR_aug_flip.jpg,1.0407,0.6669,0.9667,0.7864,1.0407,helm,0
0_26889734_jpg.rf.KSzdG7TQ3INs4chCBbrR_aug_light.jpg,1.0407,0.6669,0.9667,0.7864,1.0407,helm,0
0_27685007_jpg.rf.WVuzAdze0KNY6MSDon9e.jpg,0.9671,0.3873,0.8931,0.6709,0.9671,helm,0
0_27685007_jpg.rf.WVuzAdze0KNY6MSDon9e_aug_dark.jpg,1.0225,0.3214,0.8809,0.6408,1.0225,helm,0
0_27685007_jpg.rf.WVuzAdze0KNY6MSDon9e_aug_flip.jpg,0.9671,0.3871,0.8931,0.6709,0.9671,helm,0
0_27685007_jpg.rf.WVuzAdze0KNY6MSDon9e_aug_light.jpg,0.9671,0.3884,0.8939,0.6714,0.9671,helm,0
0_27797870_jpg.rf.JXUAgoNfPFI0KASkFRKb.jpg,1.0268,0.5887,0.9374,0.6674,1.0268,helm,0
0_27797870_jpg.rf.JXUAgoNfPFI0KASkFRKb_aug_dark.jpg,1.0268,0.5881,0.9375,0.6674,1.0268,helm,0
0_27797870_jpg.rf.JXUAgoNfPFI0KASkFRKb_aug_flip.jpg,1.0268,0.5881,0.9375,0.6674,1.0268,helm,0
0_27797870_jpg.rf.JXUAgoNfPFI0KASkFRKb_aug_light.jpg,0.9393,0.5209,0.9175,0.6683,0.9393,helm,0
0_28661306_jpg.rf.m4uYOjH0GmaAfyIZKcSZ.jpg,1.0594,0.3813,0.9071,0.7043,1.0594,helm,0
0_28661306_jpg.rf.m4uYOjH0GmaAfyIZKcSZ_aug_dark.jpg,1.0611,0.3525,0.8962,0.7112,1.0611,helm,0
0_28661306_jpg.rf.m4uYOjH0GmaAfyIZKcSZ_aug_flip.jpg,1.0594,0.3815,0.9071,0.7043,1.0594,helm,0
0_28661306_jpg.rf.m4uYOjH0GmaAfyIZKcSZ_aug_light.jpg,1.0594,0.392,0.9067,0.7011,1.0594,helm,0
0_31601551_jpg.rf.h1kbVxvoQcxdk6JvUkMY.jpg,1.0,0.6524,0.979,0.9098,1.0,helm,0
0_31601551_jpg.rf.h1kbVxvoQcxdk6JvUkMY_aug_dark.jpg,1.0,0.6605,0.9798,0.9106,1.0,helm,0
0_31601551_jpg.rf.h1kbVxvoQcxdk6JvUkMY_aug_flip.jpg,1.0,0.6524,0.979,0.9098,1.0,helm,0
0_31601551_jpg.rf.h1kbVxvoQcxdk6JvUkMY_aug_light.jpg,1.0,0.6524,0.979,0.9098,1.0,helm,0
0_31948027_jpg.rf.Jp8yYrq31NAbI9kCkT7e.jpg,1.0082,0.7134,0.9621,0.7638,1.0082,helm,0
0_31948027_jpg.rf.Jp8yYrq31NAbI9kCkT7e_aug_dark.jpg,1.0082,0.7138,0.9628,0.7651,1.0082,helm,0
0_31948027_jpg.rf.Jp8yYrq31NAbI9kCkT7e_aug_flip.jpg,1.0082,0.7134,0.9621,0.7638,1.0082,helm,0
0_31948027_jpg.rf.Jp8yYrq31NAbI9kCkT7e_aug_light.jpg,1.0066,0.7127,0.9619,0.7648,1.0066,helm,0
0_35679540_jpg.rf.LCR2bomnX0WJnbgb7hUW.jpg,1.0407,0.687,0.9721,0.8108,1.0407,helm,0
0_35679540_jpg.rf.LCR2bomnX0WJnbgb7hUW_aug_dark.jpg,1.0407,0.6764,0.9713,0.8113,1.0407,helm,0
0_35679540_jpg.rf.LCR2bomnX0WJnbgb7hUW_aug_flip.jpg,1.0407,0.6866,0.9721,0.8108,1.0407,helm,0
0_35679540_jpg.rf.LCR2bomnX0WJnbgb7hUW_aug_light.jpg,1.0423,0.6883,0.9721,0.8118,1.0423,helm,0
0_36662119_jpg.rf.L1XVCEAB1dvjnnAIzGqp.jpg,1.2698,0.246,0.5743,0.5242,1.2698,helm,0
0_36662119_jpg.rf.L1XVCEAB1dvjnnAIzGqp_aug_dark.jpg,1.2648,0.2457,0.5736,0.5226,1.2648,helm,0
0_36662119_jpg.rf.L1XVCEAB1dvjnnAIzGqp_aug_flip.jpg,1.2698,0.2461,0.5743,0.5242,1.2698,helm,0
0_36662119_jpg.rf.L1XVCEAB1dvjnnAIzGqp_aug_light.jpg,1.2749,0.2417,0.5727,0.5237,1.2749,helm,0
0_37406577_jpg.rf.vOPS0ZjNfbHb9gn00ZOd.jpg,1.0,0.4992,0.939,0.8425,1.0,helm,0
0_37406577_jpg.rf.vOPS0ZjNfbHb9gn00ZOd_aug_dark.jpg,1.0,0.501,0.9392,0.8429,1.0,helm,0
0_37406577_jpg.rf.vOPS0ZjNfbHb9gn00ZOd_aug_flip.jpg,1.0,0.4993,0.939,0.8425,1.0,helm,0
0_37406577_jpg.rf.vOPS0ZjNfbHb9gn00ZOd_aug_light.jpg,1.0,0.4993,0.939,0.8425,1.0,helm,0
0_38394140_jpg.rf.LQQFZqiAxAPWPjRPgIGz.jpg,1.6192,0.2212,0.4838,0.3216,1.6192,helm,0
0_38394140_jpg.rf.LQQFZqiAxAPWPjRPgIGz_aug_dark.jpg,1.6192,0.221,0.4838,0.3216,1.6192,helm,0
0_38394140_jpg.rf.LQQFZqiAxAPWPjRPgIGz_aug_flip.jpg,1.6192,0.221,0.4838,0.3216,1.6192,helm,0
0_38394140_jpg.rf.LQQFZqiAxAPWPjRPgIGz_aug_light.jpg,1.6161,0.2116,0.4734,0.3134,1.6161,helm,0
0_38884553_jpg.rf.hnyZnrWSQ9ktPZCohYYJ.jpg,1.0,0.1146,0.5037,0.5021,1.0,helm,0
0_38884553_jpg.rf.hnyZnrWSQ9ktPZCohYYJ_aug_dark.jpg,1.0,0.1225,0.5079,0.5064,1.0,helm,0
0_38884553_jpg.rf.hnyZnrWSQ9ktPZCohYYJ_aug_flip.jpg,1.0,0.114,0.5033,0.5018,1.0,helm,0
0_38884553_jpg.rf.hnyZnrWSQ9ktPZCohYYJ_aug_light.jpg,1.0,0.1153,0.4661,0.4637,1.0,helm,0
0_39379057_jpg.rf.4k896gL33QPZ9wtb4C27.jpg,1.0262,0.4964,0.9271,0.7472,1.0262,helm,0
0_39379057_jpg.rf.4k896gL33QPZ9wtb4C27_aug_dark.jpg,1.0279,0.4917,0.9276,0.7477,1.0279,helm,0
0_39379057_jpg.rf.4k896gL33QPZ9wtb4C27_aug_flip.jpg,1.0262,0.4962,0.927,0.7472,1.0262,helm,0
0_39379057_jpg.rf.4k896gL33QPZ9wtb4C27_aug_light.jpg,1.0262,0.4968,0.9266,0.7463,1.0262,helm,0
0_39693815_jpg.rf.NfzLjN0eNIiBP5OpjItr.jpg,1.0,0.0894,0.5782,0.5764,1.0,helm,0
0_39693815_jpg.rf.NfzLjN0eNIiBP5OpjItr_aug_dark.jpg,1.0,0.0727,0.4332,0.4319,1.0,helm,0
0_39693815_jpg.rf.NfzLjN0eNIiBP5OpjItr_aug_flip.jpg,1.0,0.0896,0.5783,0.5765,1.0,helm,0
0_39693815_jpg.rf.NfzLjN0eNIiBP5OpjItr_aug_light.jpg,1.0,0.0892,0.5479,0.5461,1.0,helm,0
0_40058469_jpg.rf.RAgMkeXPWD9IpyFoH0Ze.jpg,1.0,0.3975,0.9038,0.8968,1.0,helm,0
0_40058469_jpg.rf.RAgMkeXPWD9IpyFoH0Ze_aug_dark.jpg,1.0,0.3359,0.9102,0.9031,1.0,helm,0
0_40058469_jpg.rf.RAgMkeXPWD9IpyFoH0Ze_aug_flip.jpg,1.0,0.3975,0.9038,0.8968,1.0,helm,0
0_40058469_jpg.rf.RAgMkeXPWD9IpyFoH0Ze_aug_light.jpg,1.0,0.3056,0.8807,0.8738,1.0,helm,0
0_41500015_jpg.rf.hVfoUffsFpx64sW0b3u8.jpg,1.0,0.7087,0.9652,0.8045,1.0,helm,0
0_41500015_jpg.rf.hVfoUffsFpx64sW0b3u8_aug_dark.jpg,1.0,0.7104,0.9656,0.8051,1.0,helm,0
0_41500015_jpg.rf.hVfoUffsFpx64sW0b3u8_aug_flip.jpg,1.0,0.7087,0.9652,0.8045,1.0,helm,0
0_41500015_jpg.rf.hVfoUffsFpx64sW0b3u8_aug_light.jpg,1.0,0.7096,0.9653,0.8043,1.0,helm,0
0_41887961_jpg.rf.vG6rRWrfbxGLfeeDlMYA.jpg,1.6096,0.3721,0.8446,0.5106,1.6096,helm,0
0_41887961_jpg.rf.vG6rRWrfbxGLfeeDlMYA_aug_dark.jpg,1.6123,0.3722,0.8448,0.5101,1.6123,helm,0
0_41887961_jpg.rf.vG6rRWrfbxGLfeeDlMYA_aug_flip.jpg,1.6096,0.3721,0.8446,0.5106,1.6096,helm,0
0_41887961_jpg.rf.vG6rRWrfbxGLfeeDlMYA_aug_light.jpg,1.6139,0.3666,0.8447,0.5087,1.6139,helm,0
0_42701587_jpg.rf.FCt00UmFZwlgQSvXBB5I.jpg,1.0,0.7429,0.9956,0.9925,1.0,helm,0
0_42701587_jpg.rf.FCt00UmFZwlgQSvXBB5I_aug_dark.jpg,1.0,0.7426,0.9956,0.9925,1.0,helm,0
0_42701587_jpg.rf.FCt00UmFZwlgQSvXBB5I_aug_flip.jpg,1.0,0.7429,0.9956,0.9925,1.0,helm,0
0_42701587_jpg.rf.FCt00UmFZwlgQSvXBB5I_aug_light.jpg,1.0,0.7314,0.9949,0.9918,1.0,helm,0
0_44625578_jpg.rf.sELcdcDoZx8Bqxemi2SZ.jpg,1.039,0.4958,0.9341,0.7394,1.039,helm,0
0_44625578_jpg.rf.sELcdcDoZx8Bqxemi2SZ_aug_dark.jpg,1.0373,0.4966,0.9345,0.7394,1.0373,helm,0
0_44625578_jpg.rf.sELcdcDoZx8Bqxemi2SZ_aug_flip.jpg,1.039,0.4958,0.9341,0.7394,1.039,helm,0
0_44625578_jpg.rf.sELcdcDoZx8Bqxemi2SZ_aug_light.jpg,1.039,0.4954,0.932,0.7365,1.039,helm,0
0_45233064_jpg.rf.XZ7imwwlyJAT5QA88z66.jpg,1.0,0.4636,0.9498,0.9451,1.0,helm,0
0_45233064_jpg.rf.XZ7imwwlyJAT5QA88z66_aug_dark.jpg,1.0,0.4634,0.9504,0.9457,1.0,helm,0
0_45233064_jpg.rf.XZ7imwwlyJAT5QA88z66_aug_flip.jpg,1.0,0.4636,0.9498,0.945,1.0,helm,0
0_45233064_jpg.rf.XZ7imwwlyJAT5QA88z66_aug_light.jpg,1.0,0.4957,0.948,0.9432,1.0,helm,0
0_46126103_jpg.rf.nhIuI5GSkuHh6drtJmze.jpg,1.0016,0.5937,0.8801,0.6913,1.0016,helm,0
0_46126103_jpg.rf.nhIuI5GSkuHh6drtJmze_aug_dark.jpg,1.0016,0.5959,0.8808,0.6924,1.0016,helm,0
0_46126103_jpg.rf.nhIuI5GSkuHh6drtJmze_aug_flip.jpg,1.0016,0.5937,0.8801,0.6913,1.0016,helm,0
0_46126103_jpg.rf.nhIuI5GSkuHh6drtJmze_aug_light.jpg,1.0,0.573,0.8689,0.6812,1.0,helm,0
0_47116199_jpg.rf.gF9xEBAldPhwQnSdlGAm.jpg,1.0345,0.3138,0.8126,0.6447,1.0345,helm,0
0_47116199_jpg.rf.gF9xEBAldPhwQnSdlGAm_aug_dark.jpg,1.0345,0.3138,0.8126,0.6447,1.0345,helm,0
0_47116199_jpg.rf.gF9xEBAldPhwQnSdlGAm_aug_flip.jpg,1.0345,0.3138,0.8126,0.6447,1.0345,helm,0
0_47116199_jpg.rf.gF9xEBAldPhwQnSdlGAm_aug_light.jpg,1.2665,0.3796,0.8091,0.6008,1.2665,helm,0
0_49228324_jpg.rf.fT9SEngzROixGsphx1qQ.jpg,1.034,0.252,0.8006,0.6083,1.034,helm,0
0_49228324_jpg.rf.fT9SEngzROixGsphx1qQ_aug_dark.jpg,1.0454,0.3693,0.8581,0.6562,1.0454,helm,0
0_49228324_jpg.rf.fT9SEngzROixGsphx1qQ_aug_flip.jpg,1.034,0.2523,0.8008,0.6084,1.034,helm,0
0_49228324_jpg.rf.fT9SEngzROixGsphx1qQ_aug_light.jpg,1.0322,0.2598,0.8133,0.6193,1.0322,helm,0
0_49417216_jpg.rf.uXeZ1sLQ7tenyGUi00Gg.jpg,1.6931,0.1469,0.3751,0.2658,1.6931,helm,0
0_49417216_jpg.rf.uXeZ1sLQ7tenyGUi00Gg_aug_dark.jpg,1.6931,0.1469,0.375,0.2658,1.6931,helm,0
0_49417216_jpg.rf.uXeZ1sLQ7tenyGUi00Gg_aug_flip.jpg,1.6931,0.1469,0.3751,0.2658,1.6931,helm,0
0_49417216_jpg.rf.uXeZ1sLQ7tenyGUi00Gg_aug_light.jpg,1.7582,0.1408,0.3667,0.2609,1.7582,helm,0
0_49538394_jpg.rf.cIPn0M1eGS81CiwV7sip.jpg,1.0256,0.5959,0.9447,0.7574,1.0256,helm,0
0_49538394_jpg.rf.cIPn0M1eGS81CiwV7sip_aug_dark.jpg,1.0256,0.6058,0.9457,0.7599,1.0256,helm,0
0_49538394_jpg.rf.cIPn0M1eGS81CiwV7sip_aug_flip.jpg,1.0256,0.5957,0.9447,0.7574,1.0256,helm,0
0_49538394_jpg.rf.cIPn0M1eGS81CiwV7sip_aug_light.jpg,1.0256,0.6037,0.9456,0.7571,1.0256,helm,0
0_50644152_jpg.rf.4ubLK5pS5jjl0uUPPPCo.jpg,1.0492,0.5111,0.9131,0.7043,1.0492,helm,0
0_50644152_jpg.rf.4ubLK5pS5jjl0uUPPPCo_aug_dark.jpg,1.0492,0.5136,0.9133,0.7048,1.0492,helm,0
0_50644152_jpg.rf.4ubLK5pS5jjl0uUPPPCo_aug_flip.jpg,1.0492,0.5113,0.9131,0.7043,1.0492,helm,0
0_50644152_jpg.rf.4ubLK5pS5jjl0uUPPPCo_aug_light.jpg,1.0492,0.5102,0.913,0.704,1.0492,helm,0
0_55312807_jpg.rf.mjz09LI4en1rCG5p5W8C.jpg,1.0162,0.5511,0.9426,0.7394,1.0162,helm,0
0_55312807_jpg.rf.mjz09LI4en1rCG5p5W8C_aug_dark.jpg,1.0145,0.5499,0.9432,0.74,1.0145,helm,0
0_55312807_jpg.rf.mjz09LI4en1rCG5p5W8C_aug_flip.jpg,1.0162,0.5508,0.9423,0.7394,1.0162,helm,0
0_55312807_jpg.rf.mjz09LI4en1rCG5p5W8C_aug_light.jpg,1.0162,0.5519,0.9423,0.7391,1.0162,helm,0
0_57279125_jpg.rf.vlqkw4EcOkKd6bJLTkn1.jpg,1.0098,0.3847,0.8889,0.7126,1.0098,helm,0
0_57279125_jpg.rf.vlqkw4EcOkKd6bJLTkn1_aug_dark.jpg,1.0049,0.3842,0.8919,0.7127,1.0049,helm,0
0_57279125_jpg.rf.vlqkw4EcOkKd6bJLTkn1_aug_flip.jpg,1.0098,0.3845,0.8889,0.7126,1.0098,helm,0
0_57279125_jpg.rf.vlqkw4EcOkKd6bJLTkn1_aug_light.jpg,1.0098,0.382,0.8881,0.7118,1.0098,helm,0
0_63765405_jpg.rf.9PQIeyU7pTYWeOEDgEvW.jpg,1.0458,0.6974,0.9657,0.7814,1.0458,helm,0
0_63765405_jpg.rf.9PQIeyU7pTYWeOEDgEvW_aug_dark.jpg,1.0458,0.6736,0.9628,0.7825,1.0458,helm,0
0_63765405_jpg.rf.9PQIeyU7pTYWeOEDgEvW_aug_flip.jpg,1.0458,0.6971,0.9656,0.7814,1.0458,helm,0
0_63765405_jpg.rf.9PQIeyU7pTYWeOEDgEvW_aug_light.jpg,1.0458,0.6974,0.9657,0.7814,1.0458,helm,0
0_65290507_jpg.rf.BObJV7NL67j6ODl3QKqU.jpg,1.7061,0.4424,0.9293,0.5966,1.7061,helm,0
0_65290507_jpg.rf.BObJV7NL67j6ODl3QKqU_aug_dark.jpg,1.7061,0.4424,0.9293,0.5966,1.7061,helm,0
0_65290507_jpg.rf.BObJV7NL67j6ODl3QKqU_aug_flip.jpg,1.7061,0.4424,0.9293,0.5966,1.7061,helm,0
0_65290507_jpg.rf.BObJV7NL67j6ODl3QKqU_aug_light.jpg,1.7032,0.448,0.9415,0.592,1.7032,helm,0
0_68428129_jpg.rf.DRJYYxzzUE2uzvukfejo.jpg,0.9576,0.7952,0.9803,0.6925,0.9576,helm,0
0_68428129_jpg.rf.DRJYYxzzUE2uzvukfejo_aug_dark.jpg,0.9559,0.7977,0.9808,0.694,0.9559,helm,0
0_68428129_jpg.rf.DRJYYxzzUE2uzvukfejo_aug_flip.jpg,0.9576,0.7952,0.9803,0.6925,0.9576,helm,0
0_68428129_jpg.rf.DRJYYxzzUE2uzvukfejo_aug_light.jpg,0.964,0.7835,0.9783,0.6871,0.964,helm,0
0_74067387_jpg.rf.xHGpMuYS3l5vJwaPDRlO.jpg,1.8131,0.2795,0.7187,0.4477,1.8131,helm,0
0_74067387_jpg.rf.xHGpMuYS3l5vJwaPDRlO_aug_dark.jpg,1.7294,0.2844,0.6955,0.431,1.7294,helm,0
0_74067387_jpg.rf.xHGpMuYS3l5vJwaPDRlO_aug_flip.jpg,1.8131,0.2795,0.7187,0.4477,1.8131,helm,0
0_74067387_jpg.rf.xHGpMuYS3l5vJwaPDRlO_aug_light.jpg,1.8258,0.2652,0.7155,0.4439,1.8258,helm,0
0_74103329_jpg.rf.WTbvzOAjdNR7lVHhvU3b.jpg,1.0,0.4784,0.9378,0.8677,1.0,helm,0
0_74103329_jpg.rf.WTbvzOAjdNR7lVHhvU3b_aug_dark.jpg,1.0,0.4798,0.9382,0.8686,1.0,helm,0
0_74103329_jpg.rf.WTbvzOAjdNR7lVHhvU3b_aug_flip.jpg,1.0,0.4786,0.9378,0.8677,1.0,helm,0
0_74103329_jpg.rf.WTbvzOAjdNR7lVHhvU3b_aug_light.jpg,1.0,0.4724,0.9381,0.866,1.0,helm,0
0_75000524_jpg.rf.n29gAvyS2EyAOezzD5ZP.jpg,1.2524,0.2038,0.4957,0.4333,1.2524,helm,0
0_75000524_jpg.rf.n29gAvyS2EyAOezzD5ZP_aug_dark.jpg,1.2524,0.2064,0.4969,0.4344,1.2524,helm,0
0_75000524_jpg.rf.n29gAvyS2EyAOezzD5ZP_aug_flip.jpg,1.2524,0.2038,0.4957,0.4333,1.2524,helm,0
0_75000524_jpg.rf.n29gAvyS2EyAOezzD5ZP_aug_light.jpg,1.2574,0.2038,0.4951,0.4335,1.2574,helm,0
0_75857299_jpg.rf.3ZTXAa65kuL3zBb86JvI.jpg,1.039,0.6446,0.9615,0.7712,1.039,helm,0
0_75857299_jpg.rf.3ZTXAa65kuL3zBb86JvI_aug_dark.jpg,1.0373,0.6484,0.9624,0.772,1.0373,helm,0
0_75857299_jpg.rf.3ZTXAa65kuL3zBb86JvI_aug_flip.jpg,1.039,0.6446,0.9615,0.7711,1.039,helm,0
0_75857299_jpg.rf.3ZTXAa65kuL3zBb86JvI_aug_light.jpg,1.039,0.6457,0.9619,0.7715,1.039,helm,0
0_76308868_jpg.rf.YsJmSgO4a6LFgGvi2s6z.jpg,1.0,0.0719,0.5739,0.5721,1.0,helm,0
0_76308868_jpg.rf.YsJmSgO4a6LFgGvi2s6z_aug_dark.jpg,1.0,0.6892,0.9928,0.9897,1.0,helm,0
0_76308868_jpg.rf.YsJmSgO4a6LFgGvi2s6z_aug_flip.jpg,1.0,0.0719,0.5741,0.5723,1.0,helm,0
0_76308868_jpg.rf.YsJmSgO4a6LFgGvi2s6z_aug_light.jpg,1.0,0.0741,0.5608,0.5591,1.0,helm,0
0_76406774_jpg.rf.cmwigft0r5KhdaWov2Ve.jpg,1.0,0.6052,0.9874,0.9843,1.0,helm,0
0_76406774_jpg.rf.cmwigft0r5KhdaWov2Ve_aug_dark.jpg,1.0,0.6049,0.9874,0.9843,1.0,helm,0
0_76406774_jpg.rf.cmwigft0r5KhdaWov2Ve_aug_flip.jpg,1.0,0.6052,0.9874,0.9843,1.0,helm,0
0_76406774_jpg.rf.cmwigft0r5KhdaWov2Ve_aug_light.jpg,1.0,0.6038,0.987,0.9839,1.0,helm,0
0_76651120_jpg.rf.RdIa9ef4D3GMJrn7X6QQ.jpg,1.0065,0.7212,0.9532,0.7212,1.0065,helm,0
0_76651120_jpg.rf.RdIa9ef4D3GMJrn7X6QQ_aug_dark.jpg,1.0048,0.7361,0.9546,0.7227,1.0048,helm,0
0_76651120_jpg.rf.RdIa9ef4D3GMJrn7X6QQ_aug_flip.jpg,1.0065,0.7216,0.9532,0.7212,1.0065,helm,0
0_76651120_jpg.rf.RdIa9ef4D3GMJrn7X6QQ_aug_light.jpg,1.0081,0.6918,0.9508,0.7123,1.0081,helm,0
0_79079358_jpg.rf.o4dX9zgQ2W2qv5hLVHMj.jpg,1.2355,0.2389,0.5639,0.5039,1.2355,helm,0
0_79079358_jpg.rf.o4dX9zgQ2W2qv5hLVHMj_aug_dark.jpg,1.2308,0.2403,0.5636,0.5026,1.2308,helm,0
0_79079358_jpg.rf.o4dX9zgQ2W2qv5hLVHMj_aug_flip.jpg,1.2355,0.2389,0.5639,0.5039,1.2355,helm,0
0_79079358_jpg.rf.o4dX9zgQ2W2qv5hLVHMj_aug_light.jpg,1.2648,0.2409,0.575,0.5124,1.2648,helm,0
0_79714687_jpg.rf.J1Ewh4iWfgd4cZ4BPLYy.jpg,1.0,0.6814,0.9811,0.8953,1.0,helm,0
0_79714687_jpg.rf.J1Ewh4iWfgd4cZ4BPLYy_aug_dark.jpg,1.0,0.6814,0.9811,0.8953,1.0,helm,0
0_79714687_jpg.rf.J1Ewh4iWfgd4cZ4BPLYy_aug_flip.jpg,1.0,0.6814,0.9811,0.8953,1.0,helm,0
0_79714687_jpg.rf.J1Ewh4iWfgd4cZ4BPLYy_aug_light.jpg,1.0,0.69,0.9807,0.8928,1.0,helm,0
0_84817169_jpg.rf.sruMm7skm1YoRtGHSqhl.jpg,1.0,0.6699,0.9358,0.8076,1.0,helm,0
0_84817169_jpg.rf.sruMm7skm1YoRtGHSqhl_aug_dark.jpg,1.0,0.6726,0.9361,0.8079,1.0,helm,0
0_84817169_jpg.rf.sruMm7skm1YoRtGHSqhl_aug_flip.jpg,1.0,0.6696,0.9358,0.8076,1.0,helm,0
0_84817169_jpg.rf.sruMm7skm1YoRtGHSqhl_aug_light.jpg,1.0,0.6716,0.9359,0.8073,1.0,helm,0
0_86004889_jpg.rf.k8Ge1XC3Fmm9EMomyWIq.jpg,1.0,0.6167,0.9742,0.8727,1.0,helm,0
0_86004889_jpg.rf.k8Ge1XC3Fmm9EMomyWIq_aug_dark.jpg,1.0,0.6168,0.9742,0.8727,1.0,helm,0
0_86004889_jpg.rf.k8Ge1XC3Fmm9EMomyWIq_aug_flip.jpg,1.0,0.6168,0.9742,0.8727,1.0,helm,0
0_86004889_jpg.rf.k8Ge1XC3Fmm9EMomyWIq_aug_light.jpg,1.0,0.6171,0.9738,0.8723,1.0,helm,0
0_95837089_jpg.rf.k2avXGSdzV8HH87vEkZJ.jpg,0.9844,0.6252,0.9165,0.6925,0.9844,helm,0
0_95837089_jpg.rf.k2avXGSdzV8HH87vEkZJ_aug_dark.jpg,0.9844,0.6281,0.9174,0.6942,0.9844,helm,0
0_95837089_jpg.rf.k2avXGSdzV8HH87vEkZJ_aug_flip.jpg,0.9844,0.6249,0.9165,0.6924,0.9844,helm,0
0_95837089_jpg.rf.k2avXGSdzV8HH87vEkZJ_aug_light.jpg,0.9844,0.6249,0.9164,0.6924,0.9844,helm,0
0_97784641_jpg.rf.BJmoXKkKVEopdLswaGbr.jpg,1.5284,0.2887,0.7132,0.5305,1.5284,helm,0
0_97784641_jpg.rf.BJmoXKkKVEopdLswaGbr_aug_dark.jpg,1.5284,0.2891,0.7133,0.5305,1.5284,helm,0
0_97784641_jpg.rf.BJmoXKkKVEopdLswaGbr_aug_flip.jpg,1.5284,0.289,0.7133,0.5305,1.5284,helm,0
0_97784641_jpg.rf.BJmoXKkKVEopdLswaGbr_aug_light.jpg,1.5299,0.2892,0.7093,0.5282,1.5299,helm,0
1_12297283_jpg.rf.wXZqlMkA5HTmLwHQY78a.jpg,1.0,0.1031,0.4529,0.4515,1.0,helm,0
1_12297283_jpg.rf.wXZqlMkA5HTmLwHQY78a_aug_dark.jpg,1.0,0.101,0.4518,0.4504,1.0,helm,0
1_12297283_jpg.rf.wXZqlMkA5HTmLwHQY78a_aug_flip.jpg,1.0,0.1017,0.4529,0.4515,1.0,helm,0
1_12297283_jpg.rf.wXZqlMkA5HTmLwHQY78a_aug_light.jpg,1.0,0.0982,0.4425,0.4411,1.0,helm,0
1_14461871_jpg.rf.jGK2AZIaPAyVOWHNRoTF.jpg,1.0,0.0687,0.3105,0.308,1.0,helm,0
1_14461871_jpg.rf.jGK2AZIaPAyVOWHNRoTF_aug_dark.jpg,1.0,0.077,0.2997,0.2972,1.0,helm,0
